Predicted Open,Predicted Close,Predicted High,Predicted Low,Actual Open,Actual Close,Actual High,Actual Low
1.5766157,1.5355809,1.564986,1.5784637,1.4890547543898405,1.5958305847057,1.6089871397380335,1.5305468633008357
1.3351674,1.2985317,1.3239045,1.3397541,1.3562985517756734,1.4321688737915126,1.401001195882677,1.397151419088131
1.4523224,1.4134429,1.4405966,1.45595,1.6289228964297668,1.6503844883437615,1.6088194064327734,1.656417436301542
-0.98748976,-1.0049019,-0.98808223,-0.9768787,-0.8280828432788686,-0.8289379521512795,-0.844112449678399,-0.8177260142435877
0.43981853,0.41479,0.43330124,0.4494231,0.4226025043081737,0.4088596254253758,0.405668407808222,0.4319156663490203
-0.1921555,-0.2126483,-0.19560166,-0.18058924,-0.108760969930675,-0.0919519868544754,-0.1039053735693587,-0.0835380116728928
-0.6223081,-0.64078635,-0.62388194,-0.6108772,-0.5571518175356697,-0.5605734075466502,-0.5581271642113891,-0.5483698288140875
-1.4734106,-1.4893134,-1.4730885,-1.4657586,-1.5274235534785008,-1.5350891023483095,-1.5373542003148513,-1.5320757199826494
1.105429,1.0724657,1.0954151,1.1113983,1.2096571340921665,1.191589547188878,1.1782480118322969,1.1867970647527113
-0.2715254,-0.29152915,-0.27466905,-0.25986335,-0.221536009396282,-0.2427376211335918,-0.2223250870823845,-0.2234322082959603
-0.7130537,-0.73129255,-0.7145066,-0.7015285,-0.6956653044468802,-0.6994994975566228,-0.7144546047130041,-0.6937366590458812
-0.9626372,-0.9799839,-0.9631901,-0.9520238,-0.964225683714826,-0.964814445063472,-0.9804796268541636,-0.951976557457656
-0.78741616,-0.805132,-0.78815204,-0.77665764,-0.7474808631202666,-0.7984419811734811,-0.7661164627328508,-0.7871134699947743
-0.91069096,-0.92822045,-0.91142124,-0.8998341,-0.8290988346254057,-0.8436776714572157,-0.8472993824783246,-0.8261059844569496
-1.220624,-1.2374063,-1.2206901,-1.2111467,-1.3360785165473663,-1.2965428404775277,-1.3005147732887998,-1.3258258408537746
-0.82514364,-0.84298146,-0.82616234,-0.8139636,-0.7877818531995678,-0.7994585135394072,-0.8090561888792172,-0.7831731737964918
1.6615949,1.6184274,1.6489775,1.6636786,1.6770131534991852,1.644285294148203,1.63414713552692,1.640854634476726
-1.3468287,-1.3630989,-1.3465834,-1.338292,-1.3834914460524264,-1.371088547312147,-1.38018809328694,-1.37302730572904
1.2407843,1.2058344,1.2304167,1.2455595,1.162921532151465,1.084853648766582,1.1259990872440424,1.1153586737828003
1.3462063,1.3090668,1.3352059,1.3502601,1.2635046754586274,1.231573153581992,1.2540634658094745,1.2511005096552468
0.52867675,0.5026106,0.5219406,0.5375788,0.5777105165461551,0.713480491081388,0.6877958272542695,0.6063558626271731
1.079043,1.0463476,1.0692583,1.0850396,0.9556592974579176,0.9167869642667138,0.9179259220699508,0.9196641367267572
-1.0696446,-1.0868943,-1.0699003,-1.0595573,-0.9442445205662648,-0.9504135698795116,-0.9549841644547584,-0.9461584638523786
1.1105233,1.0776998,1.1010306,1.1157584,1.202206530884229,1.196333364896536,1.196363208800295,1.2319462920247044
0.24789852,0.22469582,0.24237709,0.2583002,0.2227908728225643,0.2485863557309442,0.2178071059178698,0.2372951336386894
1.3896744,1.3519243,1.3781856,1.393815,1.3654424738945057,1.4562268064517765,1.4201194380161248,1.4043342506995844
-1.0670415,-1.0841632,-1.0674223,-1.0567228,-0.950340468645487,-0.9512606801844504,-0.9585770118534116,-0.93829497343584
-1.4859719,-1.5017772,-1.4855918,-1.4784622,-1.47696264993383,-1.511708857931997,-1.4853568756844855,-1.5006080767324728
-1.3629775,-1.3790373,-1.3624572,-1.3548759,-1.4474989008842571,-1.4351300863655243,-1.430863679471863,-1.442618682856006
-1.1209368,-1.1380095,-1.1211102,-1.1110053,-1.0888539555566976,-1.0627403963144038,-1.077764943904525,-1.0819516056649068
-1.1223371,-1.1393106,-1.1226166,-1.1122745,-1.1000298603686045,-1.1000132497317132,-1.1132170553041183,-1.0918707540807235
1.3500738,1.313211,1.3387592,1.3545285,1.1344737744484288,1.1570274467473722,1.1507397497697802,1.1707212035270778
0.12740193,0.10517812,0.122736655,0.13784936,0.3328566020307389,0.294669156319618,0.3291820206100075,0.2947577865303163
1.5828016,1.5414774,1.5705184,1.5854363,1.4667029447660267,1.5324667338962734,1.500631424540562,1.496000863645751
-1.5254599,-1.5411769,-1.5251468,-1.5181767,-1.550452690666673,-1.5825272794248852,-1.5561403305038866,-1.5720943532464609
1.3918518,1.3542198,1.3804047,1.39588,1.3854236370430668,1.3518628168833091,1.3785215783118332,1.3578886933415248
0.4511176,0.42620942,0.4445843,0.4606583,0.3900907812189896,0.4461324788426852,0.4165710726500729,0.4154293576027322
-0.35121286,-0.37102214,-0.35389382,-0.33967006,-0.2892687658320818,-0.2739112803553417,-0.2944504083438588,-0.2668712375652256
0.9300726,0.8996953,0.9210578,0.93696463,1.2442008398744249,1.4667309742330183,1.4912786154393067,1.2524686680574282
-0.09353067,-0.11441987,-0.09724797,-0.08238186,-0.1392407103267851,-0.1343075021014182,-0.1426517670842439,-0.1215044073334318
-0.5641414,-0.58282256,-0.565925,-0.55260676,-0.5751009979911567,-0.5541353692291149,-0.5738940949057579,-0.5586310168304494
0.37675458,0.35240513,0.37154773,0.3855361,0.2461586737929152,0.3681983307883106,0.3583676157251155,0.2563535801810793
-0.5956578,-0.6143351,-0.5974233,-0.58415484,-0.5615544467039965,-0.5636230046444302,-0.5691975623584992,-0.5493959476157237
-1.0457118,-1.0629067,-1.0462012,-1.0352635,-0.9997853808436208,-0.9956492601632464,-1.01234895485342,-1.0022563787378294
-0.36160803,-0.3811513,-0.36432472,-0.34991625,-0.3519215655351964,-0.3718372316062734,-0.3665757296053336,-0.3609321277152098
-1.0839366,-1.1010083,-1.0842803,-1.0737087,-1.0766620593982537,-1.0983190291218357,-1.0901772084937085,-1.081267526463816
-1.1346383,-1.1514983,-1.1348244,-1.1247267,-1.1867277886064282,-1.1860796567135012,-1.1943395910596988,-1.1739602582116184
1.4685446,1.4293265,1.456599,1.4722393,1.5835419496177807,1.5516114267878915,1.539545551360706,1.5798005657793728
0.79576486,0.76675075,0.7877021,0.8030598,0.6139475412393077,0.5687940509978316,0.6451915677184213,0.6001991498173557
-0.88547885,-0.9031521,-0.8863291,-0.87451977,-0.8135203006451714,-0.82283875795572,-0.8053660561635138,-0.8035313708209535
